Trait.type,Rate,Taxon,Study,Mean.Rate,Taxon2,NatExp,Species
M,-0.005309457,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,0.003320555,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,0.008518064,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,-0.034726688,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,-0.023859673,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,0.01039253,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,-0.014697038,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,-0.002005535,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,0.007174748,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,-0.004546084,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,0.002926388,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,0.026800716,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,-0.006671628,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,-0.006170332,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,0.00776501,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,-0.001033815,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,0.002998796,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,0.013663912,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,-0.049791351,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,-0.032099527,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,-0.016782782,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,-0.038861936,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,-0.023723249,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,-0.013996206,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,-0.005041026,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,0.002741831,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,0.009933564,V,s81,-0.003753198,A,N,Peromyscus.maniculatus
M,-0.0161,V,s82,0.205266667,A,N,Bufo.marinus
M,-0.0211,V,s82,0.205266667,A,N,Bufo.marinus
L,0,V,s83,0.024714286,A,N,Parus.major
L,0,V,s83,0.024714286,A,N,Parus.major
M,0.030103067,V,s84,0.174959663,A,N,Junco.hyemalis
M,0.295624513,V,s84,0.174959663,A,N,Junco.hyemalis
M,0.15191583,V,s84,0.174959663,A,N,Junco.hyemalis
M,0.222195243,V,s84,0.174959663,A,N,Junco.hyemalis
L,-0.394,V,s85,-0.2775,A,N,Tamiasciurus.hudsonicus
L,-0.161,V,s85,-0.2775,A,N,Tamiasciurus.hudsonicus
L,-0.186638046,V,s86,0.225504598,A,N,Poecilia.reticulata
L,0.613749326,V,s86,0.225504598,A,N,Poecilia.reticulata
L,0.04449669,V,s86,0.225504598,A,N,Poecilia.reticulata
M,0.43041042,V,s86,0.225504598,A,N,Poecilia.reticulata
L,-0.032765595,V,s87,0.001718577,A,N,Poecilia.reticulata
L,0.055406077,V,s87,0.001718577,A,N,Poecilia.reticulata
L,-0.010193583,V,s87,0.001718577,A,N,Poecilia.reticulata
L,0.051617261,V,s87,0.001718577,A,N,Poecilia.reticulata
L,0.001293534,V,s87,0.001718577,A,N,Poecilia.reticulata
L,-0.000552531,V,s87,0.001718577,A,N,Poecilia.reticulata
L,0.025283678,V,s87,0.001718577,A,N,Poecilia.reticulata
L,-0.044209927,V,s87,0.001718577,A,N,Poecilia.reticulata
L,0.043368528,V,s87,0.001718577,A,N,Poecilia.reticulata
L,-0.077393816,V,s87,0.001718577,A,N,Poecilia.reticulata
L,0.038327323,V,s87,0.001718577,A,N,Poecilia.reticulata
L,0.022335545,V,s87,0.001718577,A,N,Poecilia.reticulata
L,-0.026353997,V,s87,0.001718577,A,N,Poecilia.reticulata
L,-0.022102423,V,s87,0.001718577,A,N,Poecilia.reticulata
L,0.017190167,V,s88,0.043518307,A,N,Poecilia.reticulata
L,0.033761342,V,s88,0.043518307,A,N,Poecilia.reticulata
L,0.036402847,V,s88,0.043518307,A,N,Poecilia.reticulata
L,0.060542172,V,s88,0.043518307,A,N,Poecilia.reticulata
L,0.086064573,V,s88,0.043518307,A,N,Poecilia.reticulata
L,0.148938316,V,s88,0.043518307,A,N,Poecilia.reticulata
M,0.014336438,V,s88,0.043518307,A,N,Poecilia.reticulata
M,0.024421843,V,s88,0.043518307,A,N,Poecilia.reticulata
M,0.029734442,V,s88,0.043518307,A,N,Poecilia.reticulata
M,0.043075097,V,s88,0.043518307,A,N,Poecilia.reticulata
M,0.052806753,V,s88,0.043518307,A,N,Poecilia.reticulata
M,0.097718922,V,s88,0.043518307,A,N,Poecilia.reticulata
M,0.00668082,V,s89,0.030362531,A,N,Herpestes.javanicus
M,0.00852252,V,s89,0.030362531,A,N,Herpestes.javanicus
M,0.009274922,V,s89,0.030362531,A,N,Herpestes.javanicus
M,0.012176147,V,s89,0.030362531,A,N,Herpestes.javanicus
M,0.013596994,V,s89,0.030362531,A,N,Herpestes.javanicus
M,0.016113591,V,s89,0.030362531,A,N,Herpestes.javanicus
M,0.016659182,V,s89,0.030362531,A,N,Herpestes.javanicus
M,0.016999117,V,s89,0.030362531,A,N,Herpestes.javanicus
M,0.017366575,V,s89,0.030362531,A,N,Herpestes.javanicus
M,0.02091162,V,s89,0.030362531,A,N,Herpestes.javanicus
M,0.015537201,V,s89,0.030362531,A,N,Herpestes.javanicus
M,0.019571716,V,s89,0.030362531,A,N,Herpestes.javanicus
M,0.019698907,V,s89,0.030362531,A,N,Herpestes.javanicus
M,0.020644871,V,s89,0.030362531,A,N,Herpestes.javanicus
M,0.021119884,V,s89,0.030362531,A,N,Herpestes.javanicus
M,0.026317359,V,s89,0.030362531,A,N,Herpestes.javanicus
M,0.026392403,V,s89,0.030362531,A,N,Herpestes.javanicus
M,0.029215684,V,s89,0.030362531,A,N,Herpestes.javanicus
M,0.031045228,V,s89,0.030362531,A,N,Herpestes.javanicus
M,0.034768418,V,s89,0.030362531,A,N,Herpestes.javanicus
M,0.002740843,V,s90,0.000344177,A,N,Vestiaria.coccinea
M,0.002235633,V,s90,0.000344177,A,N,Vestiaria.coccinea
M,0,V,s90,0.000344177,A,N,Vestiaria.coccinea
M,-0.006614191,V,s90,0.000344177,A,N,Vestiaria.coccinea
M,0.0033586,V,s90,0.000344177,A,N,Vestiaria.coccinea
M,-0.007223597,V,s91,-0.005865736,A,N,Passer.domesticus
M,-0.003632758,V,s91,-0.005865736,A,N,Passer.domesticus
M,-0.010260979,V,s91,-0.005865736,A,N,Passer.domesticus
M,-0.005873083,V,s91,-0.005865736,A,N,Passer.domesticus
M,-0.000673292,V,s91,-0.005865736,A,N,Passer.domesticus
M,0.00284575,V,s91,-0.005865736,A,N,Passer.domesticus
M,-0.004977825,V,s91,-0.005865736,A,N,Passer.domesticus
M,-0.004968113,V,s91,-0.005865736,A,N,Passer.domesticus
M,-0.007119092,V,s91,-0.005865736,A,N,Passer.domesticus
M,-0.001633543,V,s91,-0.005865736,A,N,Passer.domesticus
M,-0.013068172,V,s91,-0.005865736,A,N,Passer.domesticus
M,9.62E-05,V,s91,-0.005865736,A,N,Passer.domesticus
M,-0.011652121,V,s91,-0.005865736,A,N,Passer.domesticus
M,-0.008491616,V,s91,-0.005865736,A,N,Passer.domesticus
M,-0.008298083,V,s91,-0.005865736,A,N,Passer.domesticus
M,-0.003312032,V,s91,-0.005865736,A,N,Passer.domesticus
M,-0.009156763,V,s91,-0.005865736,A,N,Passer.domesticus
M,-0.008957176,V,s91,-0.005865736,A,N,Passer.domesticus
M,-0.011187875,V,s91,-0.005865736,A,N,Passer.domesticus
M,-0.00808068,V,s91,-0.005865736,A,N,Passer.domesticus
M,-0.005324548,V,s91,-0.005865736,A,N,Passer.domesticus
M,-0.000275991,V,s91,-0.005865736,A,N,Passer.domesticus
M,-0.012719204,V,s91,-0.005865736,A,N,Passer.domesticus
M,-0.012218132,V,s91,-0.005865736,A,N,Passer.domesticus
M,-0.009652387,V,s91,-0.005865736,A,N,Passer.domesticus
M,0.002135843,V,s91,-0.005865736,A,N,Passer.domesticus
M,-0.003416445,V,s91,-0.005865736,A,N,Passer.domesticus
M,0.000556394,V,s91,-0.005865736,A,N,Passer.domesticus
M,-0.005355683,V,s91,-0.005865736,A,N,Passer.domesticus
M,-0.000448635,V,s91,-0.005865736,A,N,Passer.domesticus
M,-0.011242679,V,s91,-0.005865736,A,N,Passer.domesticus
M,-0.004117207,V,s91,-0.005865736,A,N,Passer.domesticus
L,-0.022369253,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.020955804,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.020904552,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.019056388,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.015307945,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.01357801,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.013275812,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.013244317,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.013009461,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.012912592,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.01255701,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.012550347,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.012153353,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.011575344,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.011513189,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.011499197,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.011146549,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.011103743,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.011066526,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.011016219,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.010179761,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.010147284,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.010111915,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.009892898,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.009655816,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.009617311,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.007573403,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.007489456,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.006830172,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.00670248,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.005946043,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.005933263,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.005871419,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.005849083,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.005276046,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.004938132,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.004900252,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.00482901,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.004402438,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.004252518,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.004211511,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.004167726,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.004106864,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.004082814,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.003954615,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.003943102,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.003911706,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.003844868,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.003826859,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.003813119,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.003764301,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.003755983,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.003580218,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.003461238,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.003357856,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.003253357,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.003251598,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.003233132,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.003175916,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.002992326,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.002926653,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.002864286,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.002660602,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.002651344,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.002627784,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.002592065,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.00258826,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.002535371,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.002502255,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.002351794,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.002227435,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001973023,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001950845,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001915378,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001814322,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.00180111,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001741079,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001698396,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001638847,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001630817,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001556928,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001524898,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001505229,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.00147126,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001469827,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001467658,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001463699,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001453572,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001453061,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001415991,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001413873,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001380457,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001372679,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001361301,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001350697,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001332112,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001293189,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001279509,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001274472,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001259917,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001259241,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001233476,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001209588,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001205315,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001200671,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001145241,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001066709,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.001030444,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.000912844,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.000836052,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.000978782,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.001020416,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.001091598,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.001094779,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.001290969,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.001312148,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.001316221,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.001329844,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.001377566,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.001427654,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.001454086,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.001470051,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.001568799,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.001582257,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.001651567,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.00168324,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.001688552,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.001759644,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.00180587,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.001915557,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.001931559,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.001931727,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.001945308,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.002003667,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.002032598,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.002071275,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.002167106,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.002248304,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.002359269,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.002412515,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.002590137,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.00265243,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.002680311,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.002910025,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.002919458,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.003005845,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.003028616,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.003033806,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.003131245,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.003139808,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.003198744,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.003255924,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.003276763,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.003295099,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.003337403,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.003396974,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.003468836,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.00350688,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.00358469,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.003707225,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.003842719,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.003887989,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.003894516,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.003930568,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.004006073,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.004010489,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.004139012,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.004349099,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.004527217,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.004619025,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.004650252,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.004669787,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.004754528,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.004795845,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.004892178,V,s92,0.001199073,A,N,Gambusia.affinis
L,4.91E-03,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.004925904,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.005084022,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.005122517,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.005175065,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.00537536,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.005379928,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.005416695,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.005471034,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.005708925,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.005882634,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.005913354,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.005943943,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.006096274,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.006211028,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.006503894,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.006682974,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.006708682,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.006893896,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.006901492,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.007048177,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.007099703,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.007219276,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.007642111,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.007679073,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.007701659,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.007884279,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.007991565,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.00800631,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.00803491,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.008604947,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.009144858,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.009882517,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.010034511,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.011562895,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.012126183,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.012986356,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.013533658,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.015136984,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.015209129,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.015228035,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.016361445,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.016372249,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.016410792,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.016703047,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.018979182,V,s92,0.001199073,A,N,Gambusia.affinis
L,0.021969013,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.046804116,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.035727253,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.033234758,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.031048344,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.028811962,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.02865729,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.02856119,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.028275108,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.02387611,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.023266541,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.022844599,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.022330119,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.022290318,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.02203487,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.021984614,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.021935649,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.021896848,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.021481345,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.021339891,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.020953536,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.020922713,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.019217908,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.019025637,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.018622675,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.017992463,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.017567584,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.017270706,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.017235226,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.017029516,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.016399243,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.015982894,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.015934046,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.015929106,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.01556114,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.015435021,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.01485431,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.014550762,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.014322572,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.013907578,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.013772234,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.013234621,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.013212848,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.013197619,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.013034542,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.0129211,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.012733706,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.012621588,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.0125093,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.012498423,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.012403513,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.012212334,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.01218094,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.012042473,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.011775699,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.011711131,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.011536246,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.011528764,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.011361749,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.011191612,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.011039859,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.010799514,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.010510563,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.01029556,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.010252749,V,s92,0.001199073,A,N,Gambusia.affinis
L,-0.010227948,V,s92,0.001199073,A,N,Gambusia.affinis
