Dbase,StudyID,Taxon,Trait.type,Beta,Beta_SE,abs_Beta,Gamma,Gamma_SE,GamPos,GamNeg,Species
JKetal,klw04,P,S,-0.2,NA,0.2,-0.23,NA,NA,-0.23,Raphanus.raphanistrum
JKetal,klw04,P,S,0.01,NA,0.01,0.06,NA,0.06,NA,Raphanus.raphanistrum
JKetal,klw04,P,S,0.04,NA,0.04,0.1,NA,0.1,NA,Raphanus.raphanistrum
JKetal,klw04,P,S,0.12,NA,0.12,0.19,NA,0.19,NA,Raphanus.raphanistrum
JKetal,klw04,P,S,-0.01,NA,0.01,0.03,NA,0.03,NA,Raphanus.raphanistrum
JKetal,jmh07,I,S,0.18,0.09,0.18,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,0.23,0.09,0.23,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,M,-0.06,0.06,0.06,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,M,0.31,0.06,0.31,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,0.51,0.2,0.51,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,-0.08,0.2,0.08,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,0.12,0.11,0.12,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,0.21,0.13,0.21,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh07,I,S,NA,NA,NA,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,S,0.23,0.1,0.23,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,S,0.29,0.1,0.29,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,M,0.08,0.05,0.08,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,M,0.1,0.05,0.1,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,S,0.18,0.09,0.18,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,S,0.23,0.09,0.23,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,S,0.33,0.11,0.33,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,M,0.17,0.06,0.17,NA,NA,NA,NA,Hetaerina.americana
JKetal,jmh06,I,S,0.27,0.1,0.27,NA,NA,NA,NA,Hetaerina.americana
JKetal,dab04,V,M,0.06,NA,0.06,0.23,NA,0.23,NA,Parus.major
JKetal,dab04,V,M,0.12,NA,0.12,0.17,NA,0.17,NA,Parus.major
JKetal,dab04,V,M,0.31,NA,0.31,-0.51,NA,NA,-0.51,Parus.major
JKetal,dab04,V,M,0.25,NA,0.25,-0.74,NA,NA,-0.74,Parus.major
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,M,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,S,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,S,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,S,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,S,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,S,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,S,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,S,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,S,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,S,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,S,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,S,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,S,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,S,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,S,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,S,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,S,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,S,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,S,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,S,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,CEH5,V,S,NA,NA,NA,NA,NA,NA,NA,Melospiza.melodia
JKetal,MCS04,P,M,NA,NA,NA,-0.009,0.009,NA,-0.009,Chamaecrista.fasciculata
JKetal,MCS04,P,M,NA,NA,NA,-0.017,0.024,NA,-0.017,Chamaecrista.fasciculata
JKetal,MCS04,P,M,NA,NA,NA,-0.07,0.045,NA,-0.07,Chamaecrista.fasciculata
JKetal,klw06,P,S,NA,NA,NA,-0.29,NA,NA,-0.29,Cypripedium.acaule
JKetal,klw06,P,S,NA,NA,NA,-1.02,NA,NA,-1.02,Cypripedium.acaule
JKetal,klw06,P,S,NA,NA,NA,-0.66,NA,NA,-0.66,Cypripedium.acaule
JKetal,klw06,P,S,NA,NA,NA,0.05,NA,0.05,NA,Cypripedium.acaule
JKetal,klw06,P,S,NA,NA,NA,0.26,NA,0.26,NA,Cypripedium.acaule
JKetal,klw06,P,S,NA,NA,NA,0.11,NA,0.11,NA,Cypripedium.acaule
JKetal,jmh-c1,I,M,NA,NA,NA,-0.185,0.115,NA,-0.185,Libellula.luctuosa
JKetal,jmh-c1,I,S,NA,NA,NA,0.524,0.425,0.524,NA,Libellula.luctuosa
JKetal,jmh-c1,I,S,NA,NA,NA,0.545,0.409,0.545,NA,Libellula.luctuosa
JKetal,jmh-c1,I,S,NA,NA,NA,0.567,0.459,0.567,NA,Libellula.luctuosa
JKetal,jmh-c1,I,S,NA,NA,NA,0.77,1.365,0.77,NA,Libellula.luctuosa
JKetal,jmh-c1,I,S,NA,NA,NA,0.306,0.505,0.306,NA,Libellula.luctuosa
JKetal,jmh-c1,I,M,NA,NA,NA,0.01,0.083,0.01,NA,Libellula.luctuosa
JKetal,jmh-c1,I,S,NA,NA,NA,-0.136,0.308,NA,-0.136,Libellula.luctuosa
JKetal,jmh-c1,I,S,NA,NA,NA,-0.115,0.29,NA,-0.115,Libellula.luctuosa
JKetal,jmh-c1,I,S,NA,NA,NA,0.154,0.331,0.154,NA,Libellula.luctuosa
JKetal,jmh-c1,I,S,NA,NA,NA,0.809,0.789,0.809,NA,Libellula.luctuosa
JKetal,jmh-c1,I,S,NA,NA,NA,-0.114,0.365,NA,-0.114,Libellula.luctuosa
JKetal,jmh-c1,I,M,NA,NA,NA,-0.043,0.072,NA,-0.043,Libellula.luctuosa
JKetal,jmh-c1,I,S,NA,NA,NA,-0.371,0.267,NA,-0.371,Libellula.luctuosa
JKetal,jmh-c1,I,S,NA,NA,NA,-0.33,0.253,NA,-0.33,Libellula.luctuosa
JKetal,jmh-c1,I,S,NA,NA,NA,-0.548,0.288,NA,-0.548,Libellula.luctuosa
JKetal,jmh-c1,I,S,NA,NA,NA,-0.603,0.708,NA,-0.603,Libellula.luctuosa
JKetal,jmh-c1,I,S,NA,NA,NA,-0.34,0.317,NA,-0.34,Libellula.luctuosa
JKetal,jmh-c1,I,M,NA,NA,NA,-0.092,0.091,NA,-0.092,Libellula.luctuosa
JKetal,jmh-c1,I,S,NA,NA,NA,0.206,0.336,0.206,NA,Libellula.luctuosa
JKetal,jmh-c1,I,S,NA,NA,NA,0.228,0.344,0.228,NA,Libellula.luctuosa
JKetal,jmh-c1,I,S,NA,NA,NA,-0.397,0.362,NA,-0.397,Libellula.luctuosa
JKetal,jmh-c1,I,S,NA,NA,NA,-0.439,0.584,NA,-0.439,Libellula.luctuosa
JKetal,jmh-c1,I,S,NA,NA,NA,0.306,0.399,0.306,NA,Libellula.luctuosa
JKetal,jmh-c1,I,M,NA,NA,NA,0.08,0.102,0.08,NA,Libellula.luctuosa
JKetal,jmh-c1,I,S,NA,NA,NA,0.366,0.377,0.366,NA,Libellula.luctuosa
JKetal,jmh-c1,I,S,NA,NA,NA,0.186,0.442,0.186,NA,Libellula.luctuosa
JKetal,jmh-c1,I,S,NA,NA,NA,0.848,0.407,0.848,NA,Libellula.luctuosa
JKetal,jmh-c1,I,S,NA,NA,NA,0.665,1.21,0.665,NA,Libellula.luctuosa
JKetal,jmh-c1,I,S,NA,NA,NA,0.542,0.448,0.542,NA,Libellula.luctuosa
JKetal,jmh-c1,I,M,NA,NA,NA,0.048,0.072,0.048,NA,Libellula.luctuosa
JKetal,jmh-c1,I,S,NA,NA,NA,0.535,0.266,0.535,NA,Libellula.luctuosa
JKetal,jmh-c1,I,S,NA,NA,NA,0.418,0.254,0.418,NA,Libellula.luctuosa
JKetal,jmh-c1,I,S,NA,NA,NA,0.552,0.287,0.552,NA,Libellula.luctuosa
JKetal,jmh-c1,I,S,NA,NA,NA,0.516,0.723,0.516,NA,Libellula.luctuosa
JKetal,jmh-c1,I,S,NA,NA,NA,0.531,0.316,0.531,NA,Libellula.luctuosa
JKetal,jmh01,I,S,NA,NA,NA,-0.649,NA,NA,-0.649,Aquarius.remigis
JKetal,jmh01,I,S,NA,NA,NA,-1.593,NA,NA,-1.593,Aquarius.remigis
JKetal,jmh01,I,S,NA,NA,NA,0.055,NA,0.055,NA,Aquarius.remigis
JKetal,jmh01,I,S,NA,NA,NA,0.13,NA,0.13,NA,Aquarius.remigis
JKetal,jmh01,I,S,NA,NA,NA,0.053,NA,0.053,NA,Aquarius.remigis
JKetal,jmh01,I,S,NA,NA,NA,0.726,NA,0.726,NA,Aquarius.remigis
JKetal,jmh01,I,S,NA,NA,NA,-2.172,NA,NA,-2.172,Aquarius.remigis
JKetal,jmh01,I,S,NA,NA,NA,2.411,NA,2.411,NA,Aquarius.remigis
JKetal,trh03,I,S,NA,NA,NA,NA,NA,NA,NA,Gammarus.pulex
JKetal,trh03,I,S,NA,NA,NA,NA,NA,NA,NA,Gammarus.pulex
JKetal,trh03,I,M,NA,NA,NA,NA,NA,NA,NA,Gammarus.pulex
JKetal,trh03,I,M,NA,NA,NA,NA,NA,NA,NA,Gammarus.pulex
JKetal,trh03,I,M,NA,NA,NA,NA,NA,NA,NA,Gammarus.pulex
JKetal,trh03,I,M,NA,NA,NA,NA,NA,NA,NA,Gammarus.pulex
JKetal,trh03,I,M,NA,NA,NA,NA,NA,NA,NA,Gammarus.pulex
JKetal,trh03,I,M,NA,NA,NA,NA,NA,NA,NA,Gammarus.pulex
JKetal,trh03,I,M,NA,NA,NA,NA,NA,NA,NA,Gammarus.pulex
JKetal,trh03,I,M,NA,NA,NA,NA,NA,NA,NA,Gammarus.pulex
JKetal,trh02,V,M,0.38,0.24,0.38,NA,NA,NA,NA,Geospiza.fortis
JKetal,trh02,V,M,-0.48,0.27,0.48,NA,NA,NA,NA,Geospiza.fortis
JKetal,trh02,V,M,0.81,0.36,0.81,NA,NA,NA,NA,Geospiza.fortis
JKetal,trh02,V,M,-0.24,0.33,0.24,NA,NA,NA,NA,Geospiza.fortis
JKetal,trh02,V,M,0.25,0.32,0.25,NA,NA,NA,NA,Geospiza.fortis
JKetal,trh02,V,M,-0.42,0.46,0.42,NA,NA,NA,NA,Geospiza.fortis
JKetal,trh02,V,M,0.76,0.59,0.76,NA,NA,NA,NA,Geospiza.fortis
JKetal,trh02,V,M,-0.021,0.44,0.021,NA,NA,NA,NA,Geospiza.fortis
JKetal,trh02,V,M,0.08,0.22,0.08,NA,NA,NA,NA,Geospiza.fortis
JKetal,trh02,V,M,-0.52,0.25,0.52,NA,NA,NA,NA,Geospiza.fortis
JKetal,trh02,V,M,-0.39,0.4,0.39,NA,NA,NA,NA,Geospiza.fortis
JKetal,trh02,V,M,0.24,0.37,0.24,NA,NA,NA,NA,Geospiza.fortis
JKetal,trh02,V,S,0.17,0.23,0.17,NA,NA,NA,NA,Geospiza.fortis
JKetal,trh02,V,S,-0.38,0.27,0.38,NA,NA,NA,NA,Geospiza.fortis
JKetal,trh02,V,S,0.65,0.39,0.65,NA,NA,NA,NA,Geospiza.fortis
JKetal,trh02,V,S,0.01,0.35,0.01,NA,NA,NA,NA,Geospiza.fortis
JKetal,trh02,V,S,-0.11,0.16,0.11,NA,NA,NA,NA,Geospiza.fortis
JKetal,trh02,V,S,0.04,0.22,0.04,NA,NA,NA,NA,Geospiza.fortis
JKetal,trh02,V,S,0.41,0.3,0.41,NA,NA,NA,NA,Geospiza.fortis
JKetal,trh02,V,S,0.02,0.28,0.02,NA,NA,NA,NA,Geospiza.fortis
JKetal,trh01,V,M,-0.22,0.08,0.22,NA,NA,NA,NA,Geospiza.conirostris
JKetal,trh01,V,M,-0.05,0.08,0.05,NA,NA,NA,NA,Geospiza.conirostris
JKetal,trh01,V,M,-0.02,0.07,0.02,NA,NA,NA,NA,Geospiza.conirostris
JKetal,trh01,V,M,-0.05,0.18,0.05,NA,NA,NA,NA,Geospiza.conirostris
JKetal,trh01,V,M,0.37,0.19,0.37,NA,NA,NA,NA,Geospiza.conirostris
JKetal,trh01,V,M,0.14,0.19,0.14,NA,NA,NA,NA,Geospiza.conirostris
JKetal,trh01,V,M,0.19,0.26,0.19,NA,NA,NA,NA,Geospiza.conirostris
JKetal,trh01,V,M,0.08,0.3,0.08,NA,NA,NA,NA,Geospiza.conirostris
JKetal,trh01,V,M,0.47,0.26,0.47,NA,NA,NA,NA,Geospiza.conirostris
JKetal,trh01,V,S,-0.01,0.14,0.01,NA,NA,NA,NA,Geospiza.conirostris
JKetal,trh01,V,S,0.32,0.13,0.32,NA,NA,NA,NA,Geospiza.conirostris
JKetal,trh01,V,S,-0.08,0.11,0.08,NA,NA,NA,NA,Geospiza.conirostris
JKetal,trh01,V,M,-0.28,0.22,0.28,NA,NA,NA,NA,Geospiza.conirostris
JKetal,trh01,V,M,0.27,0.21,0.27,NA,NA,NA,NA,Geospiza.conirostris
JKetal,trh01,V,M,0.24,0.17,0.24,NA,NA,NA,NA,Geospiza.conirostris
JKetal,trh01,V,M,0.33,0.28,0.33,NA,NA,NA,NA,Geospiza.conirostris
JKetal,trh01,V,M,0.62,0.27,0.62,NA,NA,NA,NA,Geospiza.conirostris
JKetal,trh01,V,M,-0.14,0.27,0.14,NA,NA,NA,NA,Geospiza.conirostris
JKetal,snv03,I,S,0.381,0.16,0.381,-0.237,0.32,NA,-0.237,Gerris.odontogaster
JKetal,snv03,I,S,-0.256,0.12,0.256,0.047,0.15,0.047,NA,Gerris.odontogaster
JKetal,snv03,I,S,-0.043,0.11,0.043,-0.183,0.14,NA,-0.183,Gerris.odontogaster
JKetal,snv03,I,S,0.045,0.09,0.045,-0.078,0.1,NA,-0.078,Gerris.odontogaster
JKetal,snv03,I,S,-0.051,0.11,0.051,-0.03,0.16,NA,-0.03,Gerris.odontogaster
JKetal,snv03,I,S,-0.049,0.08,0.049,0.067,0.07,0.067,NA,Gerris.odontogaster
JKetal,snv03,I,S,0.187,0.08,0.187,0.089,0.08,0.089,NA,Gerris.odontogaster
JKetal,snv03,I,S,0.448,0.13,0.448,-0.033,0.21,NA,-0.033,Gerris.odontogaster
JKetal,snv03,I,S,-0.108,0.12,0.108,0.174,0.15,0.174,NA,Gerris.odontogaster
JKetal,snv03,I,S,-0.127,0.11,0.127,-0.071,0.15,NA,-0.071,Gerris.odontogaster
JKetal,snv03,I,S,-0.059,0.1,0.059,0.038,0.11,0.038,NA,Gerris.odontogaster
JKetal,snv03,I,S,0.076,0.11,0.076,0.098,0.15,0.098,NA,Gerris.odontogaster
JKetal,snv03,I,S,-0.055,0.08,0.055,0.012,0.07,0.012,NA,Gerris.odontogaster
JKetal,snv03,I,S,0.052,0.08,0.052,0.122,0.07,0.122,NA,Gerris.odontogaster
JKetal,snv03,I,S,0.296,0.14,0.296,0.123,0.19,0.123,NA,Gerris.odontogaster
JKetal,snv03,I,S,-0.102,0.13,0.102,0.235,0.18,0.235,NA,Gerris.odontogaster
JKetal,snv03,I,S,-0.138,0.1,0.138,-0.122,0.15,NA,-0.122,Gerris.odontogaster
JKetal,snv03,I,S,0.035,0.12,0.035,0.187,0.16,0.187,NA,Gerris.odontogaster
JKetal,snv03,I,S,-0.024,0.12,0.024,-0.16,0.17,NA,-0.16,Gerris.odontogaster
JKetal,snv03,I,S,-0.007,0.08,0.007,-0.072,0.08,NA,-0.072,Gerris.odontogaster
JKetal,snv03,I,S,-0.001,0.08,0.001,0.011,0.07,0.011,NA,Gerris.odontogaster
JKetal,snv03,I,S,NA,NA,NA,0,0.23,NA,NA,Gerris.odontogaster
JKetal,snv03,I,S,NA,NA,NA,0.029,0.12,0.029,NA,Gerris.odontogaster
JKetal,snv03,I,S,NA,NA,NA,-0.11,0.12,NA,-0.11,Gerris.odontogaster
JKetal,snv03,I,S,NA,NA,NA,0.036,0.06,0.036,NA,Gerris.odontogaster
JKetal,snv03,I,S,NA,NA,NA,-0.013,0.15,NA,-0.013,Gerris.odontogaster
JKetal,snv03,I,S,NA,NA,NA,0.147,0.12,0.147,NA,Gerris.odontogaster
JKetal,snv03,I,S,NA,NA,NA,-0.124,0.12,NA,-0.124,Gerris.odontogaster
JKetal,snv03,I,S,NA,NA,NA,0.105,0.06,0.105,NA,Gerris.odontogaster
JKetal,snv03,I,S,NA,NA,NA,0.162,0.15,0.162,NA,Gerris.odontogaster
JKetal,snv03,I,S,NA,NA,NA,0.156,0.15,0.156,NA,Gerris.odontogaster
JKetal,snv03,I,S,NA,NA,NA,-0.147,0.13,NA,-0.147,Gerris.odontogaster
JKetal,snv03,I,S,NA,NA,NA,0,0.05,NA,NA,Gerris.odontogaster
JKetal,snv02,V,M,-0.3,0.13,0.3,0.14,0.07,0.14,NA,Nerodia.sipedon
JKetal,snv02,V,M,-0.27,0.15,0.27,-0.04,0.1,NA,-0.04,Nerodia.sipedon
JKetal,snv02,V,M,0.01,0.15,0.01,-0.05,0.18,NA,-0.05,Nerodia.sipedon
JKetal,snv02,V,M,0.16,0.14,0.16,-0.35,0.16,NA,-0.35,Nerodia.sipedon
JKetal,snv02,V,M,-0.14,0.06,0.14,0.15,0.09,0.15,NA,Nerodia.sipedon
JKetal,snv02,V,M,0.07,0.06,0.07,0.12,0.1,0.12,NA,Nerodia.sipedon
JKetal,snv02,V,M,-0.02,0.05,0.02,0.02,0.09,0.02,NA,Nerodia.sipedon
JKetal,snv02,V,M,0.12,0.05,0.12,0.1,0.07,0.1,NA,Nerodia.sipedon
JKetal,snv02,V,M,-0.05,0.05,0.05,0.05,0.06,0.05,NA,Nerodia.sipedon
JKetal,snv02,V,M,-0.16,0.05,0.16,0.05,0.04,0.05,NA,Nerodia.sipedon
JKetal,snv02,V,M,0.03,0.04,0.03,0.01,0.06,0.01,NA,Nerodia.sipedon
JKetal,snv02,V,M,0.05,0.04,0.05,-0.02,0.04,NA,-0.02,Nerodia.sipedon
JKetal,snv02,V,M,0.03,0.05,0.03,0,0.03,NA,NA,Nerodia.sipedon
JKetal,snv02,V,M,-0.19,0.06,0.19,0.14,0.09,0.14,NA,Nerodia.sipedon
JKetal,snv02,V,M,0.07,0.06,0.07,0.2,0.08,0.2,NA,Nerodia.sipedon
JKetal,snv02,V,M,0.01,0.05,0.01,-0.01,0.03,NA,-0.01,Nerodia.sipedon
JKetal,snv02,V,M,-0.01,0.09,0.01,0.07,0.13,0.07,NA,Nerodia.sipedon
JKetal,snv02,V,M,-0.2,0.09,0.2,-0.11,0.21,NA,-0.11,Nerodia.sipedon
JKetal,snv02,V,M,0.04,0.09,0.04,-0.07,0.12,NA,-0.07,Nerodia.sipedon
JKetal,snv02,V,M,0.12,0.09,0.12,0.24,0.13,0.24,NA,Nerodia.sipedon
JKetal,snv02,V,M,0.07,0.04,0.07,0.03,0.06,0.03,NA,Nerodia.sipedon
JKetal,snv02,V,M,-0.08,0.05,0.08,-0.06,0.07,NA,-0.06,Nerodia.sipedon
JKetal,snv02,V,M,-0.03,0.05,0.03,0,0.06,NA,NA,Nerodia.sipedon
JKetal,snv02,V,M,0,0.03,0,0.04,0.04,0.04,NA,Nerodia.sipedon
JKetal,snv02,V,M,0.02,0.04,0.02,0.02,0.05,0.02,NA,Nerodia.sipedon
JKetal,snv02,V,M,-0.07,0.05,0.07,-0.02,0.06,NA,-0.02,Nerodia.sipedon
JKetal,snv02,V,M,-0.01,0.04,0.01,-0.09,0.07,NA,-0.09,Nerodia.sipedon
JKetal,snv02,V,M,-0.01,0.03,0.01,-0.05,0.03,NA,-0.05,Nerodia.sipedon
JKetal,snv02,V,M,0.02,0.07,0.02,-0.01,0.09,NA,-0.01,Nerodia.sipedon
JKetal,snv02,V,M,-0.07,0.08,0.07,-0.18,0.16,NA,-0.18,Nerodia.sipedon
JKetal,snv02,V,M,-0.01,0.07,0.01,-0.32,0.19,NA,-0.32,Nerodia.sipedon
JKetal,snv02,V,M,0.06,0.05,0.06,-0.04,0.06,NA,-0.04,Nerodia.sipedon
JKetal,snv02,V,M,0.13,0.05,0.13,-0.15,0.08,NA,-0.15,Nerodia.sipedon
JKetal,snv02,V,M,-0.14,0.05,0.14,0.06,0.06,0.06,NA,Nerodia.sipedon
JKetal,snv02,V,M,-0.04,0.05,0.04,-0.08,0.07,NA,-0.08,Nerodia.sipedon
JKetal,snv02,V,M,0.05,0.04,0.05,-0.04,0.05,NA,-0.04,Nerodia.sipedon
JKetal,snv02,V,M,-0.02,0.06,0.02,0.11,0.17,0.11,NA,Nerodia.sipedon
JKetal,snv02,V,M,0.06,0.07,0.06,-0.05,0.12,NA,-0.05,Nerodia.sipedon
JKetal,snv02,V,M,0.03,0.07,0.03,-0.01,0.16,NA,-0.01,Nerodia.sipedon
JKetal,snv02,V,M,-0.01,0.06,0.01,-0.02,0.07,NA,-0.02,Nerodia.sipedon
JKetal,snv02,V,M,0.01,0.02,0.01,0.02,0.02,0.02,NA,Nerodia.sipedon
JKetal,snv02,V,M,0.02,0.02,0.02,0.02,0.03,0.02,NA,Nerodia.sipedon
JKetal,snv02,V,M,-0.03,0.02,0.03,-0.05,0.03,NA,-0.05,Nerodia.sipedon
JKetal,snv02,V,M,0.03,0.01,0.03,-0.04,0.01,NA,-0.04,Nerodia.sipedon
JKetal,snv02,V,M,-0.05,0.02,0.05,-0.04,0.02,NA,-0.04,Nerodia.sipedon
JKetal,snv02,V,M,0.02,0.02,0.02,-0.04,0.03,NA,-0.04,Nerodia.sipedon
JKetal,snv02,V,M,0.05,0.02,0.05,-0.02,0.04,NA,-0.02,Nerodia.sipedon
JKetal,snv02,V,M,0.03,0.01,0.03,0.01,0.01,0.01,NA,Nerodia.sipedon
JKetal,snv02,V,M,-0.01,0.02,0.01,-0.02,0.02,NA,-0.02,Nerodia.sipedon
JKetal,snv02,V,M,-0.04,0.03,0.04,0.02,0.06,0.02,NA,Nerodia.sipedon
JKetal,snv02,V,M,0.03,0.03,0.03,0.07,0.05,0.07,NA,Nerodia.sipedon
JKetal,snv02,V,M,0.02,0.02,0.02,0.01,0.02,0.01,NA,Nerodia.sipedon
JKetal,snv02,V,M,-0.04,0.02,0.04,0.01,0.02,0.01,NA,Nerodia.sipedon
JKetal,snv02,V,M,0.02,0.02,0.02,-0.04,0.03,NA,-0.04,Nerodia.sipedon
JKetal,snv02,V,M,0.01,0.02,0.01,-0.02,0.03,NA,-0.02,Nerodia.sipedon
JKetal,snv02,V,M,0,0.01,0,0,0.01,NA,NA,Nerodia.sipedon
JKetal,snv02,V,M,0.01,0.02,0.01,-0.03,0.03,NA,-0.03,Nerodia.sipedon
JKetal,snv02,V,M,-0.02,0.03,0.02,0,0.04,NA,NA,Nerodia.sipedon
JKetal,snv02,V,M,-0.01,0.02,0.01,0.01,0.04,0.01,NA,Nerodia.sipedon
JKetal,snv02,V,M,0,0.02,0,-0.01,0.01,NA,-0.01,Nerodia.sipedon
JKetal,snv01,I,M,NA,NA,NA,NA,NA,NA,NA,Enallagma.boreale
JKetal,snv01,I,M,NA,NA,NA,NA,NA,NA,NA,Enallagma.boreale
JKetal,snv01,I,S,NA,NA,NA,NA,NA,NA,NA,Enallagma.boreale
